Newtv,#genre#
徐州3HD,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
徐州4FHD,http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
内蒙古新闻,http://live.m2oplus.nmtv.cn/7/playlist.m3u8
邳州综合FHD,http://stream.pznews.com/pztv2/sd/live.m3u8
邳州综艺FHD,http://stream.pznews.com/pztv1/sd/live.m3u8
齐影视电视剧,http://dlhls-cdn-mp.zhanqi.tv/zqlive/295803_fLcJv.m3u8
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8
青海综合频道,http://lmt.scqstv.com/live1/live1.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
靖江新闻HD,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
晋江电视FHD,http://stream.jinjiang.tv/1/sd/live.m3u8
晋江公共HD,http://live.china-latv.com/channel2/sd/live.m3u8
江苏教育,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏影视,http://223.110.243.134/PLTV/4/224/3221225937/index.m3u8
金牌调解,http://a.315600.xyz/dl/aqy.php?id=401311322
金鹰纪实FHD,http://120.221.5.165:8089/PLTV/88888888/224/3221225998/index.m3u8
金鹰卡通FHD,http://112.50.243.8/PLTV/88888888/224/3221227018/1.m3u8
金鹰纪实FHD,http://39.130.206.213:6410/gitv_live/G_JINYINGJS-HD/G_JINYINGJS-HD.m3u8
金庸频道,http://mtv.jdvip.win/tv/mgutv.php?id=625774640
湖北经视,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北影视,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北综合,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖南教育,http://pull.hnedutv.com/live/edutv.m3u8
厦门二套,http://cstvpull.live.wscdns.com/live/xiamen2.flv
厦门三套,http://cstvpull.live.wscdns.com/live/xiamen3.flv
厦门一套,http://cstvpull.live.wscdns.com/live/xiamen1.flv
恩施公共FHD,http://enshi.live.cjyun.org/video/s10070-esgg.m3u8
恩施新闻FHD,http://enshi.live.cjyun.org/video/s10070-eszh.m3u8
巴中公共FHD,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
巴中综合FHD,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
北京冬奥纪实蓝光,http://117.169.119.199:8080/live/HD-8000k-1080P-beijingjishi/index.m3u8
北京新闻频道蓝光,http://live.funhillrm.com/5/sd/live.m3u8
长沙公交移动FHD,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_357.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
直播中国,http://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
中国交通FHD,http://tv.lanjingfm.com/cctbn/hainan.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
淄博公共FHD,http://120.221.5.113:8089/PLTV/88888888/224/3221226014/index.m3u8
淄博新闻FHD,http://120.221.5.113:8089/PLTV/88888888/224/3221225986/index.m3u8
公共新闻,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
陇尚生活HD,http://39.134.39.37/PLTV/88888888/224/3221226254/index.m3u8
垄上频道,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
娄底综合HD,http://218.77.102.118:1935/live/zonghe/playlist.m3u8
香港卫视台,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
武汉新闻HD,http://stream.appwuhan.com/1tzb/sd/live.m3u8
动画13台FHD,http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8
动画14台FHD,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
动漫15台FHD,http://112.50.243.8/PLTV/88888888/224/3221226743/1.m3u8
动物HD,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
黑莓动画FHD,http://39.134.157.205/PLTV/88888888/224/3221225554/index.m3u8
北京少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
云南少儿,http://edge2.yntv.cn/channels/yntv/ynse/flv:sd/live
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8
嘉佳卡通,http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
大立电视HD,http://211.21.214.7:8808/live/dali/index.m3u8
大片联播,http://live.hcs.cmvideo.cn:8088/wd_r3/cctv/gaoqingdapian/600/index.m3u8?ProgramID=&encrypt=
德州图文HD,http://kaixianlive.cbg.cn:10345/1.m3u8
德州新闻HD,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
第一财经HD,http://39.134.39.37/PLTV/88888888/224/3221226172/index.m3u8
点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
电影大片,http://a.315600.xyz/dl/aqy.php?id=380187322
谍战剧场,http://a.315600.xyz/dl/aqy.php?id=380215722
东方财经浦东,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226147/3.m3u8
东方影视FHD,http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
赌博电影,http://tx.hls.huya.com/huyalive/29106097-2689446042-11551082794746642432-2789253870-10057-A-0-1.m3u8
俄罗斯HD时尚频道,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
峨眉电影FHD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/scem/index.m3u8?IASHttpSessionId=OTT3116020200826134732238973
儿歌大全,http://a.315600.xyz/dl/aqy.php?id=380221922
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
凤凰香港HD,http://111.13.42.9/PLTV/88888888/224/3221226120/1.m3u8
高尔夫,http://211.137.115.110:8080/gitv_live/G_GAOERFU/G_GAOERFU.m3u8
高分电影,http://mtv.jdvip.win/tv/mgutv.php?id=627198191
宫廷正剧,http://a.315600.xyz/dl/aqy.php?id=380115322
古装剧场,http://120.221.5.111:8089/PLTV/88888888/224/3221226057/index.m3u8
光影频道,http://120.221.5.113:8089/PLTV/88888888/224/3221225854/index.m3u8
广场舞大全,http://a.315600.xyz/dl/aqy.php?id=380186322
国际剧场,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100179386/75/index.m3u8?ProgramID=&encrypt=
韩国女团1,http://tx2play1.douyucdn.cn/live/17732rtara.flv
黑莓电竞FHD,http://117.169.119.199:8080/live/wmyx/index.m3u8
黑莓电影FHD,http://121.31.30.91:8081/ysten-business/live/jdianying/1.m3u8
红色谍战剧场,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5101079524/75/index.m3u8?ProgramID=&encrypt=
华侨城FHD,http://117.156.28.119/270000001111/1110000028/index.m3u8
怀旧剧场,http://a.315600.xyz/dl/aqy.php?id=401310322
怀旧老片,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100074916/75/index.m3u8?ProgramID=&encrypt=
欢笑剧场4K,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8
欢笑剧场FHD,http://112.50.243.8/PLTV/88888888/224/3221226729/1.m3u8
黄冈公共频道,http://huanggang.live.cjyun.org/video/s10120-xwgg.m3u8
吉林篮球,http://stream1.jlntv.cn/lqpd/playlist.m3u8?_upt=3053ae9f1582302081
纪实频道FHD,http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
纪晓岚,http://a.315600.xyz/dl/aqy.php?id=380715022
家庭剧场,http://a.315600.xyz/dl/aqy.php?id=380114922
家庭影院,http://61.161.250.44:8114/hls/index.m3u8?FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=13&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=%26Pcontent_id=%26Fsv_chan_hls_s&Pcontent_id=%26Fsv_chan_hls_se_idx=13&Fsv_CMSID=&Fsv_otype=1
家有儿女,http://a.315600.xyz/dl/aqy.php?id=380717222
假期剧场,http://live.hcs.cmvideo.cn:8088/wd_r1/virtuallive/5101000747/75/index.m3u8?ProgramID=&encrypt=
健康有约,http://121.31.30.91:8081/ysten-business/live/ljiankangyouyue/1.m3u8
劲爆体育,http://liveplay-kk.rtxapp.com/live/program/live/jbtyhd/2300000/mnf.m3u8
劲爆体育HD,http://58.216.102.246/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/2300000/mnf.m3u8
经典频道,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100179383/75/index.m3u8?ProgramID=&encrypt=
精品剧场,http://live.hcs.cmvideo.cn:8088/wd_r1/2018/wasu/jpjc/1000/index.m3u8?ProgramID=&encrypt=
精品体育,http://121.31.30.91:8081/ysten-business/live/jtiyu/1.m3u8http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225957/1.m3u8
精品网剧,http://live.hcs.cmvideo.cn:8088/wd_r1/virtuallive/5101000751/75/index.m3u8?ProgramID=&encrypt=
精英剧场,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5102354627/75/index.m3u8?ProgramID=&encrypt=
剧场HD,http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8
军旅剧场,http://live.hcs.cmvideo.cn:8088/wd_r2/virtuallive/5100180303/75/index.m3u8?ProgramID=&encrypt=
军事观察,http://a.315600.xyz/dl/aqy.php?id=380121222
军事评论,http://121.31.30.91:8081/ysten-business/live/junshipl/1.m3u8
抗战剧场,http://a.315600.xyz/dl/aqy.php?id=380215422
抗战老片,http://mtv.jdvip.win/tv/mgutv.php?id=625542372
科教HD,http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8
老剧HD,http://a.315600.xyz/dl/aqy.php?id=380717422
李连杰电影,http://tx.hls.huya.com/huyalive/94525224-2460686093-10568566295157014528-2789253848-10057-A-0-1.m3u8
亮剑HD,http://tx.hls.huya.com/src/30765679-2475713500-10633108516765696000-2789274576-10057-A-0-1-imgplus.m3u8?wsSecret=c771b76a688420e578b5fb749551eb2f&wsTime=5f4f7472&u=0&seqid=15989562752423556&ctype=tars_mobile&txyp=o%3Acp1%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
林正英电影,http://tx.hls.huya.com/huyalive/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1.m3u8
刘涛作品,http://mtv.jdvip.win/tv/mgutv.php?id=625514969
魅力足球,http://58.216.102.246/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/2300000/mnf.m3u8
咪咕视频FHD,http://39.134.39.39/PLTV/88888888/224/3221226190/index.m3u8
咪咕视频HD,http://39.134.39.39/PLTV/88888888/224/3221225663/index.m3u8
明星大片,http://39.134.65.7:80/wh7f454c46tw1738936394_2033607545/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?icpid=88888888&S=1554599511&from=1&hms_devid=29
情感剧场,http://live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100179837/75/index.m3u8?ProgramID=&encrypt=
热播剧场,http://mtv.jdvip.win/tv/mgutv.php?id=629943613
热剧联播,http://live.hcs.cmvideo.cn:8088/wd_r3/cctv/rejulianbo/600/index.m3u8?ProgramID=&encrypt=
神探狄仁杰,http://a.315600.xyz/dl/aqy.php?id=380714822
生活时尚HD,http://39.134.168.91/PLTV/1/224/3221225498/index.m3u8
时尚生活FHD,http://keonline.shanghai.liveplay.qq.com/live/program/live/shsshd/4000000/mnf.m3u8
数码时代FHD,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
文化奇谈,http://a.315600.xyz/dl/aqy.php?id=380207122
文物FHD,http://nlive.zjkgdcs.com:8091/live/zjksjt.m3u8
乌克兰M2 音乐频道,http://live.m2.tv/hls3/stream.m3u8
无锡新闻HD,http://live-wx.wifiwx.com/wxtv1/sd/live.m3u8
无线财经FHD,http://prdsecurelive.ainemo.com/live/6914e6c1dd9a3fda2ebc0f4742c4da47.flv
无线新闻FHD,http://prdsecurelive.ainemo.com/live/de6332dff4dec7629c5834e465818122.flv
五星体育FHD,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225964/3.m3u8
五星体育HD,http://39.134.39.37/PLTV/88888888/224/3221226178/index.m3u8
戏曲HD,http://117.158.206.60:9080/live/lypd.m3u8
象棋直播,http://45.93.217.106/jiuban/huya.php?id=21640376
潇湘电影FHD,http://httpdvb.slave.homed.hunancatv.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R5DEE27D0U309B3089K7735A23DIC56EFF0APBM2FFCD29V0Z69015W15DEAE8ECE8A23EB&playtoken=ABCDEFGH&programid=4200000026.m3u8
小猪佩奇,http://a.315600.xyz/dl/aqy.php?id=380221622
笑傲江湖,http://mtv.jdvip.win/tv/mgutv.php?id=625759558
新鹿鼎记,http://mtv.jdvip.win/tv/mgutv.php?id=625681368
新片放映厅,http://live.hcs.cmvideo.cn:8088/wd-virtuallive5100030975-75/index.m3u8?ProgramID=&encrypt=
新视觉FHD,http://liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉HD,http://58.216.102.246/liveplay-kk.rtxapp.com/live/program/live/xsjhd/2300000/mnf.m3u8
幸福彩FHD,http://keonline.shanghai.liveplay.qq.com/live/program/live/xfchd/4000000/mnf.m3u8
亚美卫视,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
央视大剧,http://a.315600.xyz/dl/aqy.php?id=380228822
弈坛春秋,http://223.110.245.139:80/PLTV/4/224/3221227031/index.m3u8
音乐台HD,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
影视1台FHD,http://112.50.243.8/PLTV/88888888/224/3221226736/1.m3u8
影视2台FHD,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
影视3台FHD,http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8
影视4台FHD,http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8
影视5台FHD,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
影视6台FHD,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
影视7台FHD,http://112.50.243.8/PLTV/88888888/224/3221226754/1.m3u8
影视8台FHD,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
影视9台FHD,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
影视10台HD,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
自由搏击,http://112.50.243.8/PLTV/88888888/224/3221225895/1.m3u8
综艺HD,http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
宰相刘罗锅FHD,http://a.315600.xyz/dl/aqy.php?id=380717022
天龙八部,http://mtv.jdvip.win/tv/mgutv.php?id=625703337
周星驰电影,http://tx.hls.huya.com/huyalive/94525224-2460685313-10568562945082523648-2789274524-10057-A-0-1.m3u8
赵丽颖,http://a.315600.xyz/dl/aqy.php?id=380666422
杨幂影片,http://a.315600.xyz/dl/aqy.php?id=380717822
信吉电视,http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
欧美影院,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv
新视觉HD,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=75&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=10&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
经典电影,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
Y + 剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230226/index.m3u8
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&amp;IASHttpSessionId=SLB4328320190321203540013412&amp;m3u8_level=2&amp;ztecid=10037&amp;virtualDomain=zjhs.live_hls.zte.com&amp;ispcode=3&amp;tid=Q894B3E8EEZ3T19UG09L8B03GSWB&amp;ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&amp;IASHttpSessionId=SLB4328320190321203540013412&amp;m3u8_level=2&amp;ztecid=10052&amp;virtualDomain=zjhs.live_hls.zte.com&amp;ispcode=3&amp;tid=C3V7K4ET1VFDUJY6C1IASRV55G66&amp;ts=1553493153
无线新闻台,http://155.94.164.191/live.php?id=1
无线财经资讯台,http://155.94.164.191/live.php?id=2
无线直播台,http://155.94.164.191/live.php?id=3
澳门卫视,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
无线财经台,http://tv.sason.xyz/proxy/tvb.php?id=cj
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
功夫台,http://dlhdl-cdn.zhanqi.tv/zqlive/301200_QSU3A.flv
TVBS新闻,http://153.99.180.70:5021/live/348/playlist.m3u8
TVBS HD,http://153.99.180.70:5021/live/349/playlist.m3u8
HBO温馨,http://153.99.180.70:5021/live/181/playlist.m3u8
博斯高球,http://153.99.180.70:5021/live/265/playlist.m3u8
翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=188
明珠台,http://116.199.5.52:8114/00000000/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
中国环球电视,http://live.cgtn.com/1000/prog_index.m3u8
澳亚卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
三立都会台,http://153.99.180.70:5021/live/226/playlist.m3u8
东森财经新闻,http://153.99.180.70:5021/live/456/playlist.m3u8
年代新闻,http://153.99.180.70:5021/live/455/playlist.m3u8
HKS卫视高清,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
凤凰香港 HD,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8
澳门有线,http://202.175.127.77/live/show/ch1/index.m3u8
互动新闻,http://202.175.127.77/live/show/ch2/index.m3u8
澳亚卫视,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900106&playtoken=ABCDEFGHI
翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
明珠台,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=12&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CGTN,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=14&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
经典电影,http://106.54.30.243/dl/YY.php?t=1352216562
龙祥时代,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8?token=BIk2YfurpyjroYsSvl8Ciw&time=1558345786385
民视,http://153.99.180.70:5021/live/450/playlist.m3u8
东森新闻,http://153.99.180.70:5021/live/340/playlist.m3u8
非凡新闻,http://153.99.180.70:5021/live/443/playlist.m3u8
纬来戏剧,http://153.99.180.70:5021/live/137/playlist.m3u8
八大第一台,http://153.99.180.70:5021/live/441/playlist.m3u8
三立新闻,http://153.99.180.70:5021/live/352/playlist.m3u8
番薯衛星電視台,http://210.209.3.1/live/C02DD98E-593E-47A8-905C-3B101183A555.m3u8?fmt=x264_500K_ts&cpid=admin
好消息1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门奥视,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门葡萄牙,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
求索频道,http://125.210.152.18:9090/live/QSKX_1200.m3u8
亚洲旅游,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
百事通台,http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
耀才财经,http://202.69.69.180:443/webcast/bshdlive-mobile/playlist.m3u8
澳视综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
TVBS新聞,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
民視新聞,http://seb.sason.top/sc/msxw_fhd.m3u8
三立Live新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8
東森新聞,http://seb.sason.top/sc/dsxw_fhd.m3u8
華視新聞,http://seb.sason.top/sc/hsxw_fhd.m3u8
中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
星空卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB 无线明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳视卫星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
MTV 亚洲音乐,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=202&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
博斯魅力,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
音乐20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
英国MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/master.m3u8
First Music,http://rtmp.one.by:1200
韩国韩国中央,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
韩国TJB SBS,http://1.245.74.5:1935/live/tv/.m3u8
美国狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
美国切达电视,http://live.chdrstatic.com/cbn/primary/3.m3u8
英国WFC 时尚频道,http://wfc.bonus-tv.ru:80/cdn/wfcint/tracks-v2a1/index.m3u8
法国法国新闻,http://f24hls-i.akamaihd.net/hls/live/221147/F24_EN_HI_HLS/master_2000.m3u8
法国法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
加拿大CME 财经一号,http://69.57.222.151:8082/45/stream.m3u8
俄罗斯红星电视,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
加拿大多伦多16频道,http://capcobroadcaststream.in:1935/capco/tv29/playlist.m3u8
朝鲜电视,http://tv.nknews.org/tvhls/stream.m3u8
ViuTVsix,http://61.238.6.49:8000/bysid/96
ViuTV,http://61.238.6.49:8000/bysid/99
法国24台 (英语),http://f24hls-i.akamaihd.net/hls/live/221193-b/F24_EN_LO_HLS/master_900.m3u8
